LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS12;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;sfc;sfc;sfc;high cld lay;mid cld lay;low cld lay;sfc;10 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative humidity;Mean Sea Level Pressure;Total Precipitation;Snowfall amount;Total cloud cover;High cloud cover;Medium cloud cover;Low cloud cover;Shortwave Radiation - backwards;Wind speed;Wind direction;Wind Gust
UNIT;;;;;°C;%;hPa;mm;cm;%;%;%;%;W/m2;m/s;°;m/s
AGGREGATION;;;;;;;;;;;;;;;;;
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature;Relative humidity;Mean Sea Level Pressure;Total Precipitation;Snowfall amount;Total cloud cover;High cloud cover;Medium cloud cover  ;Low cloud cover;Shortwave Radiation - backwards;Wind speed;Wind direction;Wind Gust
2015;08;08;21;00;26.71;62.00;1018.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;3.64;344.05;5.40
2015;08;08;22;00;24.40;78.00;1018.50;0.10;0.00;100.00;100.00;100.00;100.00;0.00;1.97;293.96;3.80
2015;08;08;23;00;22.54;92.00;1018.10;0.00;0.00;100.00;100.00;100.00;0.00;0.00;3.10;1.85;6.00
2015;08;09;00;00;22.24;93.00;1017.30;0.00;0.00;63.00;87.00;63.00;0.00;0.00;2.10;334.65;5.30
2015;08;09;01;00;21.50;94.00;1016.90;0.00;0.00;100.00;100.00;100.00;100.00;0.00;1.36;323.97;5.10
2015;08;09;02;00;21.02;95.00;1016.60;0.00;0.00;100.00;100.00;91.00;100.00;0.00;1.26;288.43;4.30
2015;08;09;03;00;20.53;95.00;1015.60;0.00;0.00;100.00;100.00;0.00;100.00;0.00;1.90;288.43;5.20
2015;08;09;04;00;20.15;95.00;1015.30;0.00;0.00;100.00;100.00;53.00;100.00;0.00;2.34;289.98;5.60
2015;08;09;05;00;19.65;96.00;1015.90;0.00;0.00;100.00;100.00;27.00;100.00;0.00;2.51;293.50;4.50
2015;08;09;06;00;19.49;94.00;1016.00;0.00;0.00;100.00;92.00;72.00;100.00;16.02;2.82;292.93;4.00
2015;08;09;07;00;20.07;90.00;1016.40;0.00;0.00;100.00;100.00;100.00;100.00;105.02;3.53;295.11;3.60
2015;08;09;08;00;20.77;87.00;1016.70;0.00;0.00;100.00;90.00;66.00;100.00;127.27;3.94;305.71;3.20
2015;08;09;09;00;21.31;85.00;1017.30;0.00;0.00;100.00;81.00;0.00;100.00;136.17;4.75;310.73;4.80
2015;08;09;10;00;20.15;83.00;1017.60;0.00;0.00;100.00;100.00;0.00;100.00;129.05;6.40;270.00;5.70
2015;08;09;11;00;20.70;78.00;1017.70;0.00;0.00;100.00;99.00;83.00;100.00;195.80;6.20;271.85;5.70
2015;08;09;12;00;21.11;77.00;1017.40;0.00;0.00;100.00;100.00;100.00;100.00;258.99;5.90;271.94;5.60
2015;08;09;13;00;26.57;59.00;1016.80;0.50;0.00;100.00;100.00;100.00;72.00;430.76;3.50;300.96;3.20
2015;08;09;14;00;25.63;65.00;1017.10;0.70;0.00;100.00;100.00;100.00;76.00;152.19;4.79;298.71;4.20
2015;08;09;15;00;23.28;79.00;1017.50;1.10;0.00;100.00;100.00;100.00;75.00;88.11;5.69;280.12;5.60
2015;08;09;16;00;22.43;82.00;1017.50;0.50;0.00;100.00;100.00;100.00;5.00;92.56;4.91;273.50;6.20
2015;08;09;17;00;22.63;82.00;1017.50;0.20;0.00;100.00;86.00;100.00;0.00;166.43;4.50;270.00;4.20
2015;08;09;18;00;22.37;83.00;1017.70;0.20;0.00;100.00;14.00;100.00;100.00;273.23;4.23;276.79;4.30
2015;08;09;19;00;22.19;84.00;1017.50;1.00;0.00;100.00;14.00;92.00;100.00;99.68;3.72;276.17;3.70
2015;08;09;20;00;21.56;88.00;1016.90;0.00;0.00;100.00;16.00;100.00;0.00;38.27;3.24;278.88;3.40
2015;08;09;21;00;20.84;89.00;1017.10;0.00;0.00;100.00;11.00;77.00;100.00;0.00;3.20;271.79;3.90
2015;08;09;22;00;20.05;91.00;1017.30;0.00;0.00;3.00;0.00;0.00;3.00;0.00;2.90;270.00;3.80
2015;08;09;23;00;19.57;91.00;1017.40;0.00;0.00;80.00;0.00;80.00;80.00;0.00;2.64;245.38;3.50
2015;08;10;00;00;19.39;90.00;1017.00;0.00;0.00;6.90;23.00;0.00;0.00;0.00;2.51;241.39;3.40
2015;08;10;01;00;19.04;90.00;1016.90;0.00;0.00;6.90;23.00;0.00;0.00;0.00;1.89;237.99;2.80
2015;08;10;02;00;18.89;91.00;1016.80;0.00;0.00;8.70;29.00;0.00;0.00;0.00;1.14;217.87;1.90
2015;08;10;03;00;18.62;92.00;1016.10;0.00;0.00;9.60;32.00;0.00;0.00;0.00;0.98;203.96;1.70
2015;08;10;04;00;18.46;92.00;1015.90;0.00;0.00;20.40;68.00;0.00;2.00;0.00;0.60;180.00;1.50
2015;08;10;05;00;18.58;91.00;1015.70;0.00;0.00;67.00;0.00;67.00;10.00;0.00;0.82;165.96;3.40
2015;08;10;06;00;18.68;92.00;1015.50;0.00;0.00;36.00;0.00;0.00;36.00;23.14;0.73;164.05;1.50
2015;08;10;07;00;19.38;89.00;1015.50;0.00;0.00;73.00;0.00;73.00;18.00;144.18;0.20;180.00;1.30
2015;08;10;08;00;20.42;86.00;1015.40;0.00;0.00;3.00;0.00;3.00;1.00;194.02;0.85;290.56;1.60
2015;08;10;09;00;22.60;78.00;1015.30;0.20;0.00;86.00;100.00;86.00;0.00;397.83;1.58;288.43;2.20
2015;08;10;10;00;22.66;77.00;1015.40;0.00;0.00;82.00;3.00;82.00;82.00;283.91;1.98;310.91;2.00
2015;08;10;11;00;22.87;76.00;1015.40;1.30;0.00;71.00;0.00;71.00;71.00;206.48;2.28;336.80;2.50
2015;08;10;12;00;24.42;69.00;1014.90;0.70;0.00;90.00;86.00;90.00;10.00;579.39;1.39;329.74;1.80
2015;08;10;13;00;25.26;63.00;1015.00;0.50;0.00;10.00;0.00;4.00;10.00;547.35;3.54;315.00;3.20
2015;08;10;14;00;24.61;65.00;1014.80;0.40;0.00;100.00;0.00;100.00;100.00;469.92;4.05;320.01;3.40
2015;08;10;15;00;24.91;64.00;1014.80;0.10;0.00;100.00;0.00;77.00;100.00;346.21;3.89;318.12;3.20
2015;08;10;16;00;24.83;64.00;1014.70;0.10;0.00;10.00;0.00;0.00;10.00;262.55;3.74;325.89;3.00
2015;08;10;17;00;25.29;63.00;1014.60;0.10;0.00;10.00;0.00;0.00;10.00;409.40;3.83;340.14;3.00
2015;08;10;18;00;24.42;66.00;1014.90;0.00;0.00;57.00;0.00;57.00;57.00;169.10;3.45;343.14;2.80
2015;08;10;19;00;23.72;69.00;1014.90;0.00;0.00;61.00;0.00;61.00;61.00;103.24;2.55;334.44;2.20
2015;08;10;20;00;22.67;75.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;29.37;2.13;318.81;3.30
2015;08;10;21;00;22.14;76.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.48;298.30;3.00
2015;08;10;22;00;21.40;80.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.51;262.41;2.80
2015;08;10;23;00;20.79;82.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.52;246.80;2.70
2015;08;11;00;00;20.36;84.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.98;246.04;2.60
2015;08;11;01;00;20.01;85.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.82;255.96;2.00
2015;08;11;02;00;19.57;88.00;1015.90;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.82;284.04;1.20
2015;08;11;03;00;19.04;90.00;1015.40;0.00;0.00;16.00;0.00;0.00;16.00;0.00;1.17;329.04;1.70
2015;08;11;04;00;18.11;94.00;1015.50;0.00;0.00;14.00;0.00;0.00;14.00;0.00;1.44;326.31;2.40
2015;08;11;05;00;18.01;91.00;1016.30;0.00;0.00;20.00;0.00;0.00;20.00;0.00;1.17;300.96;1.20
2015;08;11;06;00;18.01;91.00;1016.30;0.00;0.00;37.00;0.00;0.00;37.00;12.46;1.14;285.26;0.90
2015;08;11;07;00;18.89;86.00;1016.10;0.00;0.00;100.00;2.00;0.00;100.00;122.82;1.04;286.70;0.80
2015;08;11;08;00;19.76;81.00;1016.10;0.00;0.00;100.00;4.00;0.00;100.00;222.50;1.06;311.19;1.00
2015;08;11;09;00;21.00;75.00;1016.80;0.00;0.00;100.00;0.00;0.00;100.00;322.18;1.88;334.80;2.60
2015;08;11;10;00;23.02;66.00;1016.80;0.00;0.00;100.00;0.00;0.00;100.00;482.38;3.10;345.07;3.50
2015;08;11;11;00;24.41;60.00;1016.50;0.00;0.00;100.00;0.00;0.00;100.00;582.06;4.06;350.07;4.60
2015;08;11;12;00;25.21;59.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;757.39;4.40;360.00;4.80
2015;08;11;13;00;27.15;58.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;795.66;2.35;12.26;3.00
2015;08;11;14;00;27.85;55.00;1015.00;0.00;0.00;10.00;0.00;0.00;10.00;772.52;2.12;19.29;3.00
2015;08;11;15;00;28.36;53.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;712.00;1.75;30.96;2.80
2015;08;11;16;00;28.65;52.00;1014.60;0.00;0.00;10.00;0.00;0.00;10.00;616.77;1.77;47.29;2.90
2015;08;11;17;00;28.58;50.00;1014.70;0.00;0.00;10.00;0.00;0.00;10.00;466.36;1.75;66.37;2.90
2015;08;11;18;00;28.22;51.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;330.19;1.90;90.00;2.60
2015;08;11;19;00;27.56;53.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;178.00;1.60;90.00;2.90
2015;08;11;20;00;26.73;57.00;1015.40;0.00;0.00;0.30;1.00;0.00;0.00;33.82;0.90;90.00;1.70
2015;08;11;21;00;25.64;64.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.82;104.04;2.60
2015;08;11;22;00;24.16;71.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.22;145.01;2.10
2015;08;11;23;00;22.92;75.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.22;170.54;3.00
2015;08;12;00;00;22.19;76.00;1016.80;0.00;0.00;5.10;17.00;0.00;0.00;0.00;1.12;169.70;2.70
2015;08;12;01;00;21.71;76.00;1016.90;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.95;161.57;2.40
2015;08;12;02;00;21.34;77.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.82;165.96;2.30
2015;08;12;03;00;20.78;80.00;1017.50;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.81;150.26;1.20
2015;08;12;04;00;20.29;83.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.92;130.60;1.20
2015;08;12;05;00;19.94;86.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;126.87;1.20
2015;08;12;06;00;19.82;87.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;16.91;1.13;135.00;1.60
2015;08;12;07;00;20.48;85.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;145.07;1.66;115.02;3.00
2015;08;12;08;00;22.20;79.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;304.38;2.45;101.77;3.50
2015;08;12;09;00;24.53;71.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;458.35;3.03;97.59;3.40
2015;08;12;10;00;26.50;63.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;592.74;3.40;91.68;2.60
2015;08;12;11;00;27.94;57.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;695.98;3.31;86.53;2.80
2015;08;12;12;00;28.93;52.00;1017.80;0.00;0.00;10.00;0.00;0.00;10.00;760.95;2.84;79.88;2.50
2015;08;12;13;00;29.83;49.00;1018.30;0.00;0.00;10.00;0.00;0.00;10.00;747.60;1.55;14.93;1.90
2015;08;12;14;00;30.56;45.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;771.63;1.61;29.74;2.00
2015;08;12;15;00;30.76;44.00;1017.40;0.00;0.00;10.00;0.00;0.00;10.00;685.30;1.63;42.51;2.10
2015;08;12;16;00;30.93;42.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;610.54;1.75;59.04;1.90
2015;08;12;17;00;30.77;42.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;485.05;2.02;69.78;2.30
2015;08;12;18;00;30.42;43.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;333.75;2.32;82.57;2.40
2015;08;12;19;00;29.63;46.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;174.44;2.00;90.00;3.50
2015;08;12;20;00;28.22;54.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;31.15;2.21;95.19;3.10
2015;08;12;21;00;26.43;63.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.10;115.35;2.90
2015;08;12;22;00;24.45;70.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.84;135.00;3.70
2015;08;12;23;00;23.55;69.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.77;132.71;4.00
2015;08;13;00;00;22.65;70.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.86;126.25;4.60
2015;08;13;01;00;21.88;71.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.56;135.00;4.60
2015;08;13;02;00;21.33;72.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.49;132.27;4.70
2015;08;13;03;00;20.60;74.00;1016.00;0.00;0.00;3.60;12.00;0.00;0.00;0.00;1.56;129.81;4.90
2015;08;13;04;00;20.04;76.00;1016.00;0.00;0.00;5.40;18.00;0.00;0.00;0.00;1.56;129.81;3.80
2015;08;13;05;00;19.56;78.00;1016.00;0.00;0.00;3.90;13.00;0.00;0.00;0.00;2.01;116.57;4.70
2015;08;13;06;00;19.25;79.00;1015.80;0.00;0.00;3.30;11.00;0.00;0.00;19.58;2.42;114.44;4.50
2015;08;13;07;00;20.20;79.00;1015.50;0.00;0.00;4.80;16.00;0.00;0.00;156.64;2.72;107.10;4.80
2015;08;13;08;00;23.02;74.00;1014.80;0.00;0.00;11.10;37.00;0.00;0.00;313.28;3.86;106.56;3.20
2015;08;13;09;00;25.65;67.00;1014.60;0.00;0.00;58.00;100.00;58.00;0.00;453.01;4.18;106.70;3.10
2015;08;13;10;00;27.60;59.00;1013.90;0.00;0.00;100.00;100.00;100.00;0.00;490.39;3.61;104.42;2.90
2015;08;13;11;00;29.37;50.00;1013.50;0.00;0.00;34.00;60.00;34.00;0.00;579.39;2.40;90.00;2.80
2015;08;13;12;00;29.81;46.00;1012.50;0.00;0.00;100.00;100.00;100.00;0.00;615.88;0.98;66.04;1.50
2015;08;13;13;00;30.81;44.00;1012.00;0.00;0.00;100.00;100.00;100.00;0.00;636.35;1.20;90.00;2.10
2015;08;13;14;00;31.66;42.00;1011.60;0.00;0.00;39.00;100.00;39.00;0.00;704.88;0.64;38.66;1.70
2015;08;13;15;00;31.87;41.00;1011.50;0.10;0.00;92.00;100.00;92.00;0.00;598.97;0.61;279.46;1.50
2015;08;13;16;00;32.14;40.00;1010.90;0.50;0.00;6.00;12.00;6.00;0.00;573.16;0.41;284.04;1.40
2015;08;13;17;00;30.80;42.00;1010.30;0.10;0.00;100.00;82.00;100.00;82.00;200.25;1.40;265.91;1.90
2015;08;13;18;00;29.58;51.00;1011.00;0.80;0.00;100.00;100.00;100.00;75.00;69.42;1.50;270.00;2.40
2015;08;13;19;00;27.65;69.00;1011.60;0.80;0.00;100.00;28.00;100.00;100.00;46.28;2.30;267.51;4.40
2015;08;13;20;00;21.29;74.00;1013.70;0.70;0.00;100.00;100.00;100.00;100.00;5.34;8.32;256.80;13.60
2015;08;13;21;00;19.85;78.00;1014.50;0.50;0.00;100.00;100.00;100.00;100.00;0.00;5.22;257.83;7.50
2015;08;13;22;00;19.83;79.00;1014.50;0.40;0.00;100.00;0.00;100.00;0.00;0.00;1.33;257.01;4.00
2015;08;13;23;00;19.68;79.00;1014.50;0.10;0.00;66.00;0.00;66.00;0.00;0.00;1.03;150.95;2.80
2015;08;14;00;00;19.40;81.00;1013.80;0.00;0.00;100.00;0.00;100.00;61.00;0.00;2.22;125.84;3.20
2015;08;14;01;00;19.04;84.00;1013.60;0.30;0.00;100.00;0.00;100.00;0.00;0.00;2.39;123.02;2.90
2015;08;14;02;00;18.74;87.00;1013.10;0.20;0.00;100.00;0.00;56.00;100.00;0.00;2.46;116.57;2.20
2015;08;14;03;00;18.50;89.00;1012.30;0.00;0.00;100.00;0.00;72.00;100.00;0.00;1.84;119.36;1.50
2015;08;14;04;00;18.10;91.00;1012.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.13;135.00;1.00
2015;08;14;05;00;18.05;88.00;1012.00;0.00;0.00;43.00;0.00;43.00;2.00;0.00;1.00;185.71;1.50
2015;08;14;06;00;18.01;83.00;1011.60;0.00;0.00;1.00;0.00;0.00;1.00;16.02;0.51;191.31;2.60
2015;08;14;07;00;19.04;80.00;1011.20;0.00;0.00;2.00;0.00;2.00;0.00;145.96;0.14;225.00;0.60
2015;08;14;08;00;20.31;77.00;1011.20;0.00;0.00;40.00;0.00;40.00;9.00;288.36;1.87;285.52;1.80
2015;08;14;09;00;21.45;75.00;1011.50;0.00;0.00;100.00;0.00;0.00;100.00;430.76;2.91;285.95;3.30
2015;08;14;10;00;22.18;73.00;1011.30;0.00;0.00;40.00;0.00;0.00;40.00;569.60;4.10;282.68;3.80
2015;08;14;11;00;22.32;71.00;1011.10;0.00;0.00;11.00;0.00;0.00;11.00;679.07;4.62;274.97;4.90
2015;08;14;12;00;22.12;70.00;1011.10;0.00;0.00;100.00;23.00;100.00;62.00;494.84;3.61;273.18;4.90
2015;08;14;13;00;24.71;58.00;1010.30;0.30;0.00;100.00;100.00;100.00;60.00;217.16;1.17;210.96;1.90
2015;08;14;14;00;25.31;54.00;1009.40;0.00;0.00;100.00;100.00;100.00;0.00;202.92;1.10;90.00;1.90
2015;08;14;15;00;26.06;52.00;1009.10;0.00;0.00;100.00;100.00;100.00;0.00;538.45;2.15;111.80;3.60
2015;08;14;16;00;25.32;54.00;1009.20;0.20;0.00;100.00;100.00;100.00;80.00;351.55;1.00;180.00;2.50
2015;08;14;17;00;25.07;55.00;1009.00;0.10;0.00;100.00;100.00;100.00;76.00;114.81;1.55;165.07;4.60
2015;08;14;18;00;23.78;60.00;1009.40;0.00;0.00;100.00;100.00;100.00;73.00;83.66;2.79;194.53;5.60
2015;08;14;19;00;22.91;72.00;1009.40;0.00;0.00;100.00;68.00;100.00;64.00;47.17;2.28;232.13;4.50
2015;08;14;20;00;22.00;81.00;1009.10;0.00;0.00;10.00;0.00;4.00;10.00;8.90;2.20;272.60;3.10
2015;08;14;21;00;21.17;84.00;1009.80;0.00;0.00;67.00;16.00;67.00;67.00;0.00;1.77;253.61;2.30
2015;08;14;22;00;20.37;76.00;1010.50;0.00;0.00;89.00;0.00;89.00;0.00;0.00;2.90;270.00;5.40
2015;08;14;23;00;18.93;82.00;1010.60;0.00;0.00;64.00;0.00;64.00;64.00;0.00;2.31;265.03;5.70
2015;08;15;00;00;18.61;79.00;1010.50;0.00;0.00;73.00;0.00;73.00;73.00;0.00;0.71;135.00;3.80
2015;08;15;01;00;17.62;75.00;1010.60;0.00;0.00;3.00;10.00;0.00;0.00;0.00;1.93;111.25;3.10
2015;08;15;02;00;16.71;78.00;1010.70;0.00;0.00;0.30;1.00;0.00;0.00;0.00;2.20;120.07;3.80
2015;08;15;03;00;16.36;81.00;1010.40;0.00;0.00;100.00;20.00;100.00;5.00;0.00;1.44;123.69;1.90
2015;08;15;04;00;16.24;84.00;1010.60;0.00;0.00;100.00;16.00;100.00;100.00;0.00;0.76;113.20;2.00
2015;08;15;05;00;16.09;84.00;1010.80;0.00;0.00;100.00;30.00;100.00;100.00;0.00;0.71;98.13;3.00
2015;08;15;06;00;16.37;84.00;1010.80;0.00;0.00;100.00;84.00;100.00;100.00;9.79;1.00;95.71;3.50
2015;08;15;07;00;16.77;84.00;1010.60;0.00;0.00;100.00;100.00;100.00;100.00;64.97;1.70;118.07;3.40
2015;08;15;08;00;16.82;86.00;1010.60;0.00;0.00;100.00;100.00;100.00;100.00;83.66;2.73;113.75;5.30
2015;08;15;09;00;17.34;86.00;1011.00;0.00;0.00;100.00;100.00;100.00;100.00;137.06;2.55;115.56;2.20
2015;08;15;10;00;17.56;87.00;1011.40;0.00;0.00;100.00;100.00;100.00;100.00;142.40;0.30;90.00;2.40
2015;08;15;11;00;17.10;81.00;1011.70;0.20;0.00;100.00;100.00;100.00;100.00;115.70;3.70;270.00;4.40
2015;08;15;12;00;16.92;82.00;1011.70;0.40;0.00;100.00;100.00;100.00;100.00;113.03;4.32;264.69;4.80
2015;08;15;13;00;18.35;76.00;1012.40;0.20;0.00;100.00;92.00;100.00;100.00;327.52;4.57;280.08;5.90
2015;08;15;14;00;19.29;69.00;1012.30;0.10;0.00;100.00;74.00;100.00;100.00;428.09;5.06;279.09;6.00
2015;08;15;15;00;19.41;68.00;1012.10;0.00;0.00;100.00;100.00;100.00;100.00;413.85;5.60;272.05;6.20
2015;08;15;16;00;19.43;67.00;1012.00;0.00;0.00;100.00;100.00;94.00;100.00;389.82;5.63;276.12;5.80
2015;08;15;17;00;18.95;69.00;1012.20;0.00;0.00;100.00;30.00;100.00;100.00;267.89;5.25;277.67;5.60
2015;08;15;18;00;18.49;71.00;1012.50;0.00;0.00;100.00;100.00;100.00;100.00;172.66;5.01;273.43;5.30
2015;08;15;19;00;17.83;75.00;1012.60;0.00;0.00;100.00;100.00;100.00;100.00;110.36;4.64;277.43;5.00
2015;08;15;20;00;17.28;77.00;1012.40;0.00;0.00;100.00;100.00;100.00;100.00;13.35;3.85;278.97;4.60
2015;08;15;21;00;16.64;80.00;1013.40;0.00;0.00;100.00;100.00;100.00;100.00;0.00;3.83;277.50;4.40
2015;08;15;22;00;16.04;85.00;1014.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;3.65;279.46;6.90
2015;08;15;23;00;15.74;88.00;1013.80;0.00;0.00;100.00;100.00;100.00;100.00;0.00;3.69;282.53;4.70
2015;08;16;00;00;15.39;90.00;1013.30;0.00;0.00;100.00;100.00;100.00;100.00;0.00;3.61;284.42;4.60
2015;08;16;01;00;15.16;90.00;1013.40;0.00;0.00;100.00;100.00;100.00;100.00;0.00;3.11;275.53;4.50
2015;08;16;02;00;14.92;91.00;1013.50;0.10;0.00;100.00;100.00;100.00;100.00;0.00;2.90;270.00;4.30
2015;08;16;03;00;14.71;92.00;1013.10;0.10;0.00;100.00;100.00;100.00;100.00;0.00;2.91;273.95;4.00
2015;08;16;04;00;14.41;93.00;1013.10;0.10;0.00;100.00;100.00;100.00;100.00;0.00;2.67;282.99;4.00
2015;08;16;05;00;14.19;94.00;1013.30;0.20;0.00;100.00;100.00;100.00;100.00;0.00;2.28;285.26;3.20
2015;08;16;06;00;14.10;94.00;1013.70;0.30;0.00;100.00;100.00;100.00;100.00;5.34;2.19;294.23;2.60
2015;08;16;07;00;14.48;93.00;1014.00;0.30;0.00;100.00;100.00;100.00;100.00;52.51;1.91;317.12;3.70
2015;08;16;08;00;14.81;90.00;1013.90;0.10;0.00;100.00;100.00;100.00;100.00;109.47;2.50;343.74;2.60
2015;08;16;09;00;15.18;85.00;1014.90;0.00;0.00;100.00;100.00;100.00;100.00;144.18;2.28;344.74;2.50
2015;08;16;10;00;15.36;83.00;1015.30;0.00;0.00;100.00;100.00;100.00;100.00;135.28;1.28;321.34;1.60
2015;08;16;11;00;15.39;82.00;1014.70;0.00;0.00;100.00;100.00;100.00;100.00;102.35;0.71;261.87;1.10
2015;08;16;12;00;16.05;77.00;1014.10;0.00;0.00;100.00;100.00;100.00;100.00;166.43;0.54;248.20;1.50
2015;08;16;13;00;16.01;80.00;1014.20;0.10;0.00;100.00;0.00;0.00;100.00;149.52;3.40;283.63;4.30
2015;08;16;14;00;16.96;76.00;1014.00;0.10;0.00;100.00;0.00;0.00;100.00;234.96;3.32;285.71;4.30
2015;08;16;15;00;17.79;73.00;1013.70;0.00;0.00;100.00;0.00;0.00;100.00;353.33;3.26;287.88;4.40
2015;08;16;16;00;17.94;72.00;1013.20;0.00;0.00;97.00;0.00;0.00;97.00;342.65;3.31;298.89;3.70
2015;08;16;17;00;18.65;71.00;1013.10;0.00;0.00;11.00;0.00;0.00;11.00;362.23;3.20;308.66;3.80
2015;08;16;18;00;18.38;72.00;1013.20;0.00;0.00;10.00;0.00;0.00;10.00;305.27;3.24;303.69;3.10
2015;08;16;19;00;17.75;75.00;1013.20;0.00;0.00;10.00;0.00;0.00;10.00;148.63;3.09;299.05;2.90
2015;08;16;20;00;16.94;80.00;1013.50;0.00;0.00;100.00;0.00;0.00;100.00;21.36;2.14;307.41;3.10
2015;08;16;21;00;16.88;81.00;1014.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.63;312.51;2.60
2015;08;16;22;00;16.56;83.00;1014.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.64;307.57;2.60
2015;08;16;23;00;16.16;85.00;1014.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.61;299.74;2.80
2015;08;17;00;00;15.83;87.00;1014.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.58;288.43;2.90
2015;08;17;01;00;15.53;88.00;1014.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.53;281.31;2.70
2015;08;17;02;00;15.16;90.00;1014.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.96;284.74;2.90
2015;08;17;03;00;14.76;90.00;1013.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.47;301.76;3.90
2015;08;17;04;00;13.89;90.00;1014.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.69;311.99;5.20
2015;08;17;05;00;13.16;92.00;1014.30;0.00;0.00;100.00;27.00;0.00;100.00;0.00;2.69;315.00;5.60
2015;08;17;06;00;13.27;92.00;1014.50;0.00;0.00;100.00;28.00;0.00;100.00;9.79;2.69;315.00;3.00
2015;08;17;07;00;14.79;87.00;1014.30;0.00;0.00;100.00;46.00;0.00;100.00;123.71;3.69;327.17;3.70
2015;08;17;08;00;16.09;77.00;1014.00;0.00;0.00;100.00;45.00;54.00;100.00;273.23;4.00;328.30;4.20
2015;08;17;09;00;17.36;72.00;1014.30;0.00;0.00;49.00;23.00;49.00;5.00;439.66;3.94;329.53;3.80
2015;08;17;10;00;18.60;65.00;1014.20;0.00;0.00;4.00;0.00;0.00;4.00;499.29;4.40;338.68;4.00
