LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS12;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;sfc;sfc;sfc;high cld lay;mid cld lay;low cld lay;sfc;10 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative humidity;Mean Sea Level Pressure;Total Precipitation;Snowfall amount;Total cloud cover;High cloud cover;Medium cloud cover;Low cloud cover;Shortwave Radiation - backwards;Wind speed;Wind direction;Wind Gust
UNIT;;;;;°C;%;hPa;mm;cm;%;%;%;%;W/m2;m/s;°;m/s
AGGREGATION;;;;;;;;;;;;;;;;;
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature;Relative humidity;Mean Sea Level Pressure;Total Precipitation;Snowfall amount;Total cloud cover;High cloud cover;Medium cloud cover  ;Low cloud cover;Shortwave Radiation - backwards;Wind speed;Wind direction;Wind Gust
2014;05;09;14;00;19.83;52.00;1017.80;0.40;0.00;5.10;17.00;0.00;0.00;760.95;7.91;267.10;9.90
2014;05;09;15;00;19.96;52.00;1017.90;0.20;0.00;9.00;0.00;0.00;9.00;736.92;7.74;264.07;9.70
2014;05;09;16;00;20.23;50.00;1017.20;0.00;0.00;100.00;0.00;0.00;100.00;612.32;7.61;266.99;9.90
2014;05;09;17;00;19.71;51.00;1017.80;0.10;0.00;100.00;6.00;0.00;100.00;218.94;7.40;270.77;9.20
2014;05;09;18;00;19.13;54.00;1018.20;0.10;0.00;2.70;9.00;0.00;0.00;227.84;7.20;270.00;9.00
2014;05;09;19;00;18.09;56.00;1018.10;0.00;0.00;10.00;0.00;0.00;10.00;194.02;6.30;271.82;8.20
2014;05;09;20;00;16.45;62.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;40.05;4.80;272.39;7.90
2014;05;09;21;00;15.09;67.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.20;257.62;9.50
2014;05;09;22;00;14.34;69.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.13;249.44;7.90
2014;05;09;23;00;13.76;72.00;1020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.75;255.38;7.00
2014;05;10;00;00;13.05;76.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.83;254.88;5.90
2014;05;10;01;00;12.50;77.00;1020.00;0.00;0.00;56.00;0.00;56.00;0.00;0.00;2.82;242.53;5.00
2014;05;10;02;00;11.79;79.00;1020.20;0.00;0.00;37.00;0.00;37.00;0.00;0.00;2.33;205.46;4.70
2014;05;10;03;00;10.70;78.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.51;175.43;4.90
2014;05;10;04;00;9.96;76.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.28;164.74;5.90
2014;05;10;05;00;9.86;73.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.34;160.02;4.80
2014;05;10;06;00;10.76;68.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;52.51;2.01;153.43;5.30
2014;05;10;07;00;13.33;62.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;207.37;1.51;172.41;3.90
2014;05;10;08;00;15.61;60.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;371.13;1.00;233.13;3.80
2014;05;10;09;00;17.84;55.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;525.99;2.30;267.51;5.00
2014;05;10;10;00;19.44;49.00;1016.10;0.00;0.00;10.00;10.00;2.00;10.00;638.13;3.32;263.09;6.30
2014;05;10;11;00;20.54;46.00;1015.20;0.00;0.00;39.00;16.00;39.00;13.00;693.31;4.50;268.73;6.80
2014;05;10;12;00;21.01;40.00;1014.20;0.00;0.00;100.00;24.00;100.00;100.00;559.81;5.90;271.94;8.10
2014;05;10;13;00;19.73;50.00;1013.60;0.00;0.00;100.00;100.00;100.00;0.00;418.30;4.60;268.75;7.60
2014;05;10;14;00;19.52;49.00;1012.70;0.00;0.00;100.00;100.00;100.00;47.00;237.63;4.73;276.07;7.80
2014;05;10;15;00;20.04;46.00;1012.30;0.00;0.00;100.00;100.00;100.00;0.00;206.48;5.60;270.00;8.80
2014;05;10;16;00;20.64;41.00;1011.70;0.00;0.00;100.00;100.00;100.00;0.00;314.17;6.16;256.87;8.80
2014;05;10;17;00;21.35;37.00;1010.90;0.00;0.00;100.00;100.00;100.00;31.00;325.74;6.07;249.78;9.30
2014;05;10;18;00;20.85;42.00;1010.60;0.00;0.00;100.00;97.00;100.00;7.00;139.73;5.16;248.40;9.40
2014;05;10;19;00;20.60;48.00;1010.20;0.00;0.00;100.00;100.00;100.00;100.00;145.96;7.32;255.77;11.20
2014;05;10;20;00;18.19;63.00;1009.40;0.00;0.00;100.00;100.00;100.00;100.00;14.24;5.91;236.04;10.70
2014;05;10;21;00;18.49;60.00;1009.70;0.00;0.00;100.00;100.00;72.00;100.00;0.00;6.00;240.02;11.40
2014;05;10;22;00;17.56;67.00;1010.10;0.90;0.00;100.00;19.00;100.00;100.00;0.00;7.45;263.07;12.30
2014;05;10;23;00;15.92;80.00;1011.10;0.70;0.00;55.00;13.00;30.00;55.00;0.00;6.71;266.58;11.60
2014;05;11;00;00;15.46;80.00;1010.40;0.00;0.00;100.00;6.00;32.00;100.00;0.00;6.50;268.24;11.90
2014;05;11;01;00;14.97;80.00;1011.20;0.00;0.00;95.00;13.00;35.00;95.00;0.00;6.00;270.95;9.80
2014;05;11;02;00;13.93;81.00;1011.20;0.00;0.00;44.00;24.00;44.00;10.00;0.00;5.30;268.92;9.50
2014;05;11;03;00;13.33;82.00;1010.60;0.00;0.00;100.00;38.00;100.00;10.00;0.00;5.00;270.00;11.00
2014;05;11;04;00;12.85;78.00;1010.60;0.00;0.00;100.00;0.00;100.00;12.00;0.00;5.31;266.76;9.20
2014;05;11;05;00;12.41;83.00;1011.20;0.00;0.00;100.00;10.00;100.00;100.00;0.00;5.41;274.24;10.70
2014;05;11;06;00;11.61;77.00;1012.10;0.00;0.00;100.00;21.00;100.00;10.00;24.92;6.33;275.44;9.80
2014;05;11;07;00;12.21;72.00;1011.30;0.00;0.00;100.00;18.00;100.00;100.00;121.04;6.40;270.90;10.80
2014;05;11;08;00;12.91;61.00;1011.30;0.00;0.00;50.00;0.00;50.00;0.00;364.90;7.31;273.14;10.90
2014;05;11;09;00;13.71;54.00;1011.60;0.00;0.00;64.00;0.00;64.00;0.00;520.65;7.53;275.33;10.20
2014;05;11;10;00;14.73;47.00;1010.90;0.00;0.00;42.00;0.00;42.00;0.00;663.94;7.73;275.19;9.90
2014;05;11;11;00;15.59;43.00;1010.40;0.00;0.00;58.00;0.00;58.00;0.00;751.16;7.85;276.58;9.60
2014;05;11;12;00;15.20;45.00;1010.30;0.00;0.00;10.00;0.00;0.00;10.00;700.43;8.12;274.24;9.50
2014;05;11;13;00;15.64;46.00;1011.40;0.40;0.00;52.00;0.00;52.00;46.00;811.68;9.30;268.15;12.40
2014;05;11;14;00;14.15;50.00;1011.70;0.80;0.00;100.00;0.00;100.00;100.00;286.58;8.40;269.32;11.60
2014;05;11;15;00;13.84;50.00;1011.80;0.30;0.00;100.00;0.00;100.00;100.00;228.73;8.27;262.36;11.40
2014;05;11;16;00;13.41;52.00;1011.50;0.40;0.00;100.00;0.00;100.00;74.00;372.02;8.42;265.91;11.20
2014;05;11;17;00;12.47;58.00;1012.40;0.40;0.00;100.00;0.00;100.00;73.00;166.43;7.90;270.00;10.60
2014;05;11;18;00;11.62;62.00;1013.30;0.20;0.00;100.00;0.00;74.00;100.00;164.65;7.60;270.00;10.20
2014;05;11;19;00;10.96;65.00;1013.20;0.00;0.00;59.00;0.00;37.00;59.00;70.31;7.22;266.03;10.10
2014;05;11;20;00;10.03;69.00;1013.70;0.00;0.00;78.00;0.00;72.00;78.00;24.03;6.58;261.25;10.00
2014;05;11;21;00;9.82;70.00;1014.70;0.00;0.00;86.00;0.00;83.00;86.00;0.00;6.57;256.81;9.90
2014;05;11;22;00;9.73;70.00;1015.20;0.00;0.00;87.00;0.00;60.00;87.00;0.00;6.22;258.87;9.50
2014;05;11;23;00;9.49;72.00;1015.20;0.00;0.00;100.00;0.00;100.00;100.00;0.00;6.36;257.28;9.60
2014;05;12;00;00;9.24;72.00;1015.40;0.00;0.00;93.00;0.00;74.00;93.00;0.00;6.07;252.76;8.30
2014;05;12;01;00;9.21;71.00;1015.50;0.00;0.00;79.00;0.00;57.00;79.00;0.00;5.89;249.10;8.40
2014;05;12;02;00;9.07;72.00;1015.90;0.00;0.00;100.00;0.00;100.00;99.00;0.00;5.57;248.96;9.00
2014;05;12;03;00;8.98;74.00;1015.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;5.50;250.91;8.90
2014;05;12;04;00;8.73;76.00;1015.20;0.20;0.00;100.00;0.00;1.00;100.00;0.00;6.38;256.40;8.60
2014;05;12;05;00;8.08;78.00;1016.00;0.40;0.00;47.00;0.00;0.00;47.00;0.00;5.50;250.91;8.80
2014;05;12;06;00;8.60;74.00;1016.00;0.20;0.00;46.00;0.00;0.00;46.00;63.19;5.92;254.32;9.10
2014;05;12;07;00;9.20;69.00;1016.20;0.50;0.00;10.00;16.00;1.00;10.00;226.95;6.79;260.68;9.40
2014;05;12;08;00;9.96;64.00;1016.20;0.40;0.00;61.00;19.00;3.00;61.00;386.26;7.30;260.54;9.90
2014;05;12;09;00;10.83;59.00;1017.00;0.00;0.00;35.00;19.00;7.00;35.00;534.89;7.64;263.99;10.20
2014;05;12;10;00;11.71;55.00;1017.10;0.40;0.00;17.00;20.00;17.00;6.00;666.61;8.14;264.36;10.50
2014;05;12;11;00;12.82;49.00;1015.90;0.20;0.00;5.00;5.00;5.00;0.00;760.06;8.24;264.43;10.20
2014;05;12;12;00;13.57;46.00;1015.40;0.20;0.00;47.00;11.00;11.00;47.00;825.03;8.21;267.21;9.70
2014;05;12;13;00;13.61;46.00;1015.50;0.10;0.00;100.00;100.00;100.00;18.00;400.50;6.41;273.58;7.90
2014;05;12;14;00;13.70;46.00;1015.30;0.10;0.00;100.00;2.00;100.00;100.00;315.06;6.40;271.79;7.80
2014;05;12;15;00;13.72;46.00;1014.80;0.20;0.00;100.00;0.00;100.00;100.00;295.48;6.11;273.75;7.40
2014;05;12;16;00;13.29;47.00;1014.60;0.20;0.00;100.00;0.00;100.00;100.00;236.74;6.86;277.54;7.70
2014;05;12;17;00;11.31;62.00;1015.40;0.30;0.00;100.00;0.00;100.00;100.00;144.18;7.60;270.75;8.50
2014;05;12;18;00;10.88;64.00;1016.00;0.10;0.00;100.00;0.00;100.00;100.00;113.03;6.10;270.94;7.80
2014;05;12;19;00;10.08;67.00;1016.50;0.10;0.00;100.00;0.00;100.00;100.00;97.01;6.02;274.76;7.40
2014;05;12;20;00;9.33;70.00;1015.80;0.00;0.00;100.00;0.00;100.00;100.00;24.92;4.70;272.44;6.60
2014;05;12;21;00;8.99;71.00;1016.10;0.00;0.00;100.00;0.00;100.00;100.00;0.00;3.20;255.53;6.50
2014;05;12;22;00;9.00;68.00;1016.80;0.10;0.00;100.00;0.00;100.00;100.00;0.00;2.95;246.04;5.90
2014;05;12;23;00;8.64;69.00;1016.70;0.00;0.00;100.00;0.00;100.00;100.00;0.00;3.58;247.01;6.30
2014;05;13;00;00;8.49;68.00;1016.90;0.00;0.00;100.00;0.00;46.00;100.00;0.00;3.23;248.20;6.20
2014;05;13;01;00;8.67;70.00;1017.00;0.00;0.00;100.00;0.00;2.00;100.00;0.00;3.42;249.44;8.10
2014;05;13;02;00;8.54;73.00;1016.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;4.05;254.25;6.70
2014;05;13;03;00;8.27;78.00;1016.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;3.83;254.88;8.70
2014;05;13;04;00;8.21;79.00;1016.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;4.34;255.32;7.60
2014;05;13;05;00;8.13;80.00;1016.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;4.03;255.62;6.10
2014;05;13;06;00;8.49;77.00;1016.80;0.00;0.00;100.00;0.00;7.00;100.00;52.51;4.39;258.18;6.00
2014;05;13;07;00;9.31;73.00;1017.20;1.00;0.00;100.00;0.00;88.00;100.00;145.96;4.85;261.70;6.10
2014;05;13;08;00;9.91;71.00;1017.20;0.80;0.00;100.00;0.00;89.00;100.00;254.54;5.10;270.00;5.60
2014;05;13;09;00;10.67;66.00;1018.30;0.70;0.00;100.00;0.00;41.00;100.00;386.26;5.12;275.60;5.70
2014;05;13;10;00;11.00;64.00;1018.30;0.70;0.00;64.00;0.00;19.00;64.00;519.76;4.80;272.39;5.60
2014;05;13;11;00;11.10;62.00;1018.00;0.60;0.00;93.00;0.00;0.00;93.00;699.54;5.22;275.49;6.00
2014;05;13;12;00;12.14;57.00;1018.30;0.30;0.00;96.00;0.00;0.00;96.00;582.06;5.49;280.49;5.90
2014;05;13;13;00;10.30;69.00;1018.50;0.50;0.00;100.00;0.00;100.00;100.00;320.40;6.90;269.17;7.10
2014;05;13;14;00;10.65;66.00;1019.30;0.50;0.00;100.00;0.00;52.00;100.00;504.63;5.98;260.38;5.90
2014;05;13;15;00;11.22;64.00;1019.30;0.40;0.00;64.00;0.00;46.00;64.00;451.23;5.39;280.68;5.50
2014;05;13;16;00;11.72;62.00;1019.50;0.30;0.00;46.00;0.00;46.00;10.00;310.61;6.77;282.80;6.90
2014;05;13;17;00;11.55;62.00;1020.10;0.10;0.00;57.00;0.00;32.00;57.00;517.09;7.45;284.78;7.20
2014;05;13;18;00;11.05;65.00;1020.80;0.10;0.00;28.00;0.00;28.00;1.00;370.24;7.12;280.52;7.40
2014;05;13;19;00;10.48;69.00;1021.60;0.00;0.00;0.00;0.00;0.00;0.00;211.82;6.33;281.84;6.80
2014;05;13;20;00;9.59;75.00;1022.00;0.20;0.00;13.00;0.00;0.00;13.00;53.40;5.25;277.67;7.10
2014;05;13;21;00;8.99;79.00;1022.80;0.00;0.00;10.00;0.00;6.00;10.00;0.00;4.62;274.97;6.90
2014;05;13;22;00;8.97;80.00;1023.00;0.00;0.00;100.00;0.00;5.00;100.00;0.00;4.84;277.13;8.50
2014;05;13;23;00;8.94;79.00;1024.10;0.00;0.00;100.00;0.00;15.00;100.00;0.00;5.30;267.84;7.10
2014;05;14;00;00;8.79;80.00;1024.80;0.10;0.00;100.00;0.00;0.00;100.00;0.00;5.30;271.08;7.20
2014;05;14;01;00;8.53;83.00;1024.10;0.20;0.00;100.00;0.00;0.00;100.00;0.00;5.54;277.25;7.20
2014;05;14;02;00;8.30;85.00;1024.70;0.40;0.00;100.00;0.00;0.00;100.00;0.00;4.72;274.86;6.00
2014;05;14;03;00;8.07;86.00;1024.50;0.40;0.00;100.00;0.00;47.00;100.00;0.00;3.77;280.71;6.70
2014;05;14;04;00;8.14;86.00;1025.10;0.20;0.00;100.00;0.00;0.00;100.00;0.00;3.92;289.36;5.50
2014;05;14;05;00;8.21;84.00;1026.10;0.20;0.00;100.00;0.00;0.00;100.00;0.00;4.28;307.41;6.00
2014;05;14;06;00;8.48;82.00;1026.70;0.00;0.00;100.00;0.00;0.00;100.00;60.52;3.75;311.76;5.50
2014;05;14;07;00;8.91;79.00;1026.70;0.10;0.00;100.00;0.00;0.00;100.00;165.54;4.24;316.91;4.60
2014;05;14;08;00;9.25;74.00;1027.10;0.00;0.00;100.00;0.00;0.00;100.00;256.32;4.27;327.43;4.90
2014;05;14;09;00;9.49;73.00;1028.30;0.00;0.00;100.00;0.00;0.00;100.00;314.17;4.25;336.45;4.70
2014;05;14;10;00;9.67;71.00;1028.80;0.20;0.00;66.00;0.00;0.00;66.00;342.65;4.44;328.82;4.90
2014;05;14;11;00;11.24;62.00;1028.30;0.40;0.00;0.00;0.00;0.00;0.00;777.86;4.61;330.10;5.00
2014;05;14;12;00;11.86;58.00;1028.60;0.10;0.00;10.00;0.00;0.00;10.00;763.62;4.58;323.88;4.90
2014;05;14;13;00;13.46;52.00;1028.80;0.10;0.00;11.00;0.00;11.00;10.00;544.68;4.67;316.74;5.00
2014;05;14;14;00;14.05;49.00;1028.30;0.10;0.00;10.00;0.00;10.00;10.00;616.77;4.60;314.12;5.10
2014;05;14;15;00;13.30;51.00;1028.20;0.10;0.00;37.00;0.00;37.00;26.00;357.78;4.58;306.12;5.10
2014;05;14;16;00;13.15;49.00;1028.50;0.00;0.00;100.00;0.00;100.00;100.00;228.73;4.49;302.28;4.60
2014;05;14;17;00;13.02;49.00;1028.50;0.10;0.00;64.00;0.00;64.00;58.00;250.09;4.22;301.43;4.80
2014;05;14;18;00;13.18;48.00;1028.60;0.00;0.00;24.00;0.00;24.00;13.00;210.04;4.19;303.31;4.60
2014;05;14;19;00;12.73;50.00;1028.40;0.10;0.00;95.00;0.00;69.00;95.00;138.84;3.75;316.08;4.30
2014;05;14;20;00;12.12;52.00;1028.60;0.00;0.00;100.00;0.00;44.00;100.00;45.39;2.75;326.89;3.70
2014;05;14;21;00;11.78;55.00;1028.60;0.00;0.00;100.00;0.00;92.00;100.00;0.00;2.05;316.97;3.50
2014;05;14;22;00;10.98;60.00;1028.80;0.00;0.00;2.00;0.00;0.00;2.00;0.00;2.83;315.00;3.70
2014;05;14;23;00;9.68;66.00;1029.60;0.00;0.00;69.00;0.00;69.00;12.00;0.00;2.56;300.58;4.00
2014;05;15;00;00;8.75;71.00;1029.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.35;282.26;5.50
2014;05;15;01;00;8.05;72.00;1029.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.31;265.03;5.00
2014;05;15;02;00;8.31;69.00;1029.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.70;270.00;5.40
2014;05;15;03;00;7.87;74.00;1028.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.06;320.91;5.90
2014;05;15;04;00;7.33;78.00;1028.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.12;340.71;5.80
2014;05;15;05;00;6.87;81.00;1029.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.26;347.20;4.00
2014;05;15;06;00;7.07;82.00;1029.60;0.00;0.00;66.00;0.00;0.00;66.00;47.17;3.83;344.88;7.30
2014;05;15;07;00;8.09;80.00;1029.50;0.00;0.00;78.00;0.00;0.00;78.00;231.40;5.74;353.00;7.50
2014;05;15;08;00;8.86;76.00;1029.60;0.20;0.00;100.00;0.00;0.00;100.00;287.47;6.82;355.79;7.20
2014;05;15;09;00;9.64;68.00;1030.20;0.00;0.00;100.00;0.00;0.00;100.00;301.71;7.31;2.35;7.10
2014;05;15;10;00;10.85;59.00;1030.40;0.00;0.00;48.00;0.00;0.00;48.00;462.80;7.38;8.57;7.20
2014;05;15;11;00;11.21;54.00;1030.00;0.00;0.00;100.00;0.00;0.00;100.00;724.46;7.60;9.09;9.80
2014;05;15;12;00;12.48;47.00;1029.80;0.00;0.00;0.00;0.00;0.00;0.00;824.14;7.69;12.77;8.80
2014;05;15;13;00;13.02;45.00;1029.80;0.00;0.00;10.00;0.00;0.00;10.00;855.29;7.15;17.93;8.30
2014;05;15;14;00;13.70;43.00;1029.60;0.00;0.00;0.00;0.00;0.00;0.00;816.13;6.67;19.25;10.30
2014;05;15;15;00;14.11;44.00;1029.10;0.00;0.00;53.00;0.00;0.00;53.00;754.72;6.71;17.35;7.40
2014;05;15;16;00;13.64;46.00;1028.60;0.00;0.00;32.00;3.00;0.00;32.00;394.27;6.20;17.85;7.30
2014;05;15;17;00;13.84;47.00;1028.90;0.00;0.00;100.00;11.00;0.00;100.00;229.62;5.70;21.61;9.30
2014;05;15;18;00;14.19;43.00;1029.10;0.00;0.00;100.00;0.00;0.00;100.00;196.69;4.59;20.41;8.10
2014;05;15;19;00;13.58;52.00;1029.10;0.00;0.00;27.00;0.00;0.00;27.00;117.48;4.54;14.04;8.20
2014;05;15;20;00;12.73;51.00;1029.20;0.00;0.00;3.00;10.00;0.00;0.00;32.93;4.11;48.95;7.30
2014;05;15;21;00;11.26;53.00;1030.10;0.00;0.00;1.80;6.00;0.00;0.00;0.00;2.97;57.38;4.90
2014;05;15;22;00;9.83;58.00;1031.10;0.00;0.00;0.30;1.00;0.00;0.00;0.00;1.80;90.00;4.40
2014;05;15;23;00;8.92;62.00;1031.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.94;147.99;3.50
2014;05;16;00;00;8.79;62.00;1031.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.81;150.26;4.40
2014;05;16;01;00;8.43;64.00;1030.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.67;153.43;4.20
2014;05;16;02;00;8.16;66.00;1029.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.40;180.00;6.80
2014;05;16;03;00;8.04;67.00;1029.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;180.00;4.80
2014;05;16;04;00;7.78;68.00;1029.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.10;90.00;5.70
2014;05;16;05;00;7.60;69.00;1028.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.36;326.31;6.30
2014;05;16;06;00;7.72;69.00;1028.50;0.00;0.00;2.70;9.00;0.00;0.00;67.64;0.51;348.69;5.80
2014;05;16;07;00;8.86;66.00;1028.10;0.00;0.00;2.70;9.00;0.00;0.00;241.19;1.00;5.71;5.90
2014;05;16;08;00;11.64;56.00;1027.20;0.00;0.00;1.50;5.00;0.00;0.00;402.28;4.56;64.00;8.10
2014;05;16;09;00;13.20;49.00;1026.80;0.00;0.00;37.00;24.00;0.00;37.00;533.11;5.61;78.69;10.40
2014;05;16;10;00;14.16;48.00;1026.50;0.00;0.00;100.00;3.00;0.00;100.00;370.24;5.32;78.06;10.60
2014;05;16;11;00;15.76;40.00;1025.40;0.00;0.00;100.00;8.00;0.00;100.00;506.41;5.39;74.93;10.60
2014;05;16;12;00;17.18;35.00;1024.70;0.00;0.00;100.00;9.00;0.00;100.00;571.38;5.60;74.48;11.10
2014;05;16;13;00;17.93;33.00;1023.50;0.00;0.00;10.00;17.00;0.00;10.00;498.40;4.59;69.59;10.30
2014;05;16;14;00;19.37;29.00;1023.30;0.00;0.00;29.00;11.00;0.00;29.00;612.32;4.49;69.15;9.90
2014;05;16;15;00;19.89;26.00;1022.40;0.00;0.00;7.80;26.00;0.00;5.00;645.25;5.85;56.85;11.20
2014;05;16;16;00;19.83;26.00;1021.80;0.00;0.00;6.60;22.00;0.00;0.00;666.61;6.34;52.05;10.80
2014;05;16;17;00;19.82;25.00;1021.50;0.00;0.00;0.90;3.00;0.00;0.00;539.34;6.72;53.47;11.90
2014;05;16;18;00;19.24;29.00;1021.50;0.00;0.00;1.80;6.00;0.00;0.00;384.48;6.26;51.48;11.60
2014;05;16;19;00;18.48;34.00;1022.00;0.00;0.00;10.00;0.00;0.00;10.00;215.38;4.95;46.64;8.80
2014;05;16;20;00;16.95;39.00;1022.00;0.00;0.00;0.00;0.00;0.00;0.00;55.18;4.17;45.97;6.70
2014;05;16;21;00;15.10;44.00;1022.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.36;53.47;5.70
2014;05;16;22;00;13.26;49.00;1023.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.75;70.91;8.50
2014;05;16;23;00;11.65;55.00;1023.40;0.00;0.00;3.30;11.00;0.00;0.00;0.00;1.92;81.03;4.60
2014;05;17;00;00;10.67;60.00;1023.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.60;86.42;4.20
2014;05;17;01;00;10.12;62.00;1022.30;0.00;0.00;1.80;6.00;0.00;0.00;0.00;1.70;93.37;6.80
2014;05;17;02;00;9.52;91.00;1021.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.86;48.18;6.20
2014;05;17;03;00;9.32;92.00;1021.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.81;49.90;5.70
2014;05;17;04;00;9.19;93.00;1021.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.81;49.90;6.20
2014;05;17;05;00;9.10;93.00;1020.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.87;51.34;5.70
2014;05;17;06;00;10.23;88.00;1020.20;0.00;0.00;100.00;0.00;0.00;100.00;26.70;3.17;54.69;6.10
2014;05;17;07;00;12.15;77.00;1019.90;0.00;0.00;100.00;0.00;0.00;100.00;86.33;4.06;53.97;7.10
2014;05;17;08;00;13.98;72.00;1020.30;0.00;0.00;100.00;0.00;0.00;100.00;190.46;5.02;54.21;8.30
2014;05;17;09;00;14.62;66.00;1020.20;0.00;0.00;100.00;0.00;0.00;100.00;214.49;5.64;53.70;8.90
2014;05;17;10;00;15.98;62.00;1019.60;0.00;0.00;100.00;1.00;68.00;100.00;332.86;5.66;50.31;8.30
2014;05;17;11;00;16.57;61.00;1018.70;0.00;0.00;100.00;2.00;67.00;100.00;517.09;5.64;47.66;7.50
2014;05;17;12;00;16.92;59.00;1018.30;0.00;0.00;100.00;14.00;100.00;100.00;395.16;5.59;47.02;7.40
2014;05;17;13;00;16.78;58.00;1019.40;0.00;0.00;100.00;0.00;0.00;100.00;430.76;4.97;45.00;7.50
2014;05;17;14;00;16.77;57.00;1019.00;0.00;0.00;100.00;0.00;0.00;100.00;288.36;4.81;42.58;7.00
2014;05;17;15;00;17.25;56.00;1018.40;0.00;0.00;100.00;0.00;0.00;100.00;325.74;4.82;39.37;6.60
2014;05;17;16;00;17.20;56.00;1018.30;0.00;0.00;100.00;0.00;0.00;100.00;284.80;4.90;37.09;6.30
2014;05;17;17;00;17.31;56.00;1017.70;0.00;0.00;100.00;0.00;0.00;100.00;230.51;4.59;40.73;5.90
2014;05;17;18;00;17.12;57.00;1017.50;0.00;0.00;100.00;0.00;0.00;100.00;159.31;4.41;45.00;5.60
2014;05;17;19;00;16.43;61.00;1017.80;0.00;0.00;100.00;0.00;0.00;100.00;78.32;3.93;50.19;5.00
2014;05;17;20;00;14.97;67.00;1017.80;0.00;0.00;100.00;0.00;0.00;100.00;22.25;3.04;52.31;4.20
2014;05;17;21;00;14.01;71.00;1018.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.43;53.13;4.00
2014;05;17;22;00;13.44;74.00;1018.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;2.05;58.39;5.60
2014;05;17;23;00;12.93;77.00;1018.40;0.00;0.00;100.00;2.00;0.00;100.00;0.00;1.95;68.96;5.30
2014;05;18;00;00;12.48;79.00;1017.70;0.00;0.00;95.00;5.00;0.00;95.00;0.00;1.73;79.70;2.80
2014;05;18;01;00;11.23;84.00;1017.60;0.00;0.00;24.60;82.00;0.00;15.00;0.00;1.72;90.00;2.40
2014;05;18;02;00;10.00;91.00;1017.80;0.00;0.00;8.40;28.00;8.00;6.00;0.00;1.72;90.00;2.00
2014;05;18;03;00;8.85;97.00;1017.80;0.00;0.00;1.80;6.00;1.00;1.00;0.00;1.67;106.70;1.70
